account_id,in_degree,out_degree,in_value,out_value,pagerank,betweenness
17754,7,9,2045.03,2260.44,4.958230698455495e-05,0.00021060160725216426
44,0,1,0.0,132.52,7.594380909058501e-06,0.0
11936,3,4,381.5,1337.16,4.8500420126135466e-05,1.7798484171509127e-05
45,1,1,579.14,187.05,9.802451342888189e-06,0.0
19100,8,3,2004.1900000000003,1365.51,6.1350912190578e-05,0.0034432773925938487
46,1,1,185.71,119.11,9.49866564571167e-06,3.608569315917325e-07
9129,10,6,3214.3599999999997,2827.98,5.352992347600728e-05,0.00017974065988357878
47,1,1,527.28,156.75,1.1845839038732067e-05,7.178059035101783e-07
11815,4,4,1232.01,1181.92,3.551961075978933e-05,1.122799366167352e-05
48,1,1,340.92,123.86,1.3243955414448197e-05,1.4033408025956977e-06
1832,3,4,810.7099999999999,1050.16,3.078407460825905e-05,1.4317280811448607e-06
49,0,1,0.0,196.75,7.594380909058501e-06,0.0
18350,8,1,2152.97,193.02,5.928421681608992e-05,4.970891296787868e-06
50,1,1,373.42,180.32,1.1460757365525284e-05,0.0
19801,18,13,5313.07,4021.6,0.0001514670373936413,0.0005849922462025781
51,1,1,162.17,144.8,1.0814225388771486e-05,5.179450494296826e-06
4474,2,2,413.12,466.6,1.990778667498718e-05,2.4382324838807364e-06
52,1,1,401.33,108.04,1.0617725141151646e-05,4.237465444793505e-08
4347,5,5,1197.81,519.2,3.798111414034848e-05,6.2740541122827e-05
53,0,1,0.0,132.0,7.594380909058501e-06,0.0
9028,10,11,2722.72,5537.509999999999,6.897215207558532e-05,0.0003746567599455713
54,1,1,249.99,150.78,1.1038793327346232e-05,1.1703961048239754e-07
16451,7,7,2234.9300000000003,2358.2299999999996,7.253792649585555e-05,0.0001325208109291821
55,1,1,312.25,193.27,2.604711870731878e-05,5.759083753029268e-07
9490,12,1,2562.5600000000004,189.77,0.00011832585190925573,5.232761701261948e-06
56,1,1,393.95,110.91,1.1141732832486728e-05,1.5989811014337994e-07
19729,22,3,7289.420000000001,658.17,0.00013663809146373856,7.602375091337221e-05
57,1,1,228.3,155.13,1.1530500313152266e-05,8.562401735885217e-06
10578,2,3,332.63,670.92,2.4417599083249737e-05,8.3587137172965e-06
58,0,1,0.0,170.66,7.594380909058501e-06,0.0
5527,5,7,1458.51,1065.47,3.207046544507032e-05,0.0001754839191687131
59,0,1,0.0,154.74,7.594380909058501e-06,0.0
1930,4,4,558.7900000000001,1387.28,3.7826951813090556e-05,3.647962582963586e-05
60,1,1,260.85,181.44,1.3241809216238001e-05,1.320907746274805e-05
8953,10,1,2660.4000000000005,521.58,6.086123863368008e-05,5.04849803021276e-05
61,1,1,143.69,154.02,1.0685793914219814e-05,1.1522267309579645e-06
504,2,3,259.15,1091.3700000000001,2.0193642313667397e-05,3.823326191594077e-07
62,1,1,220.83,196.38,1.7174926971107934e-05,2.1544882073920314e-06
335,2,2,386.01,243.16,2.9352351018574e-05,2.8749800815090974e-06
63,0,1,0.0,160.32,7.594380909058501e-06,0.0
3595,4,5,770.96,993.1999999999999,3.377123403888205e-05,0.003337675373990554
64,1,1,167.44,158.75,1.5270060966151792e-05,4.282157463156562e-08
19205,12,15,2746.96,1840.3500000000006,0.0001609059667028575,0.000898551932685138
65,0,1,0.0,144.5,7.594380909058501e-06,0.0
3147,3,5,405.96000000000004,2121.1000000000004,2.3579099168080363e-05,9.948829940595298e-06
66,0,1,0.0,159.63,7.594380909058501e-06,0.0
8667,9,2,2546.03,657.22,5.582384103044782e-05,2.8853977865122527e-05
67,1,1,199.36,138.49,5.2561253525370694e-05,9.575434816226001e-07
9931,40,4,11831.63,1087.62,0.00028938275610318,0.0004387166119370206
68,1,2,468.36,321.39,1.1986510062697957e-05,7.737129878554861e-07
2894,5,4,1485.32,2185.9700000000003,3.074548805668597e-05,0.00011390544981112033
9872,33,2,8163.020000000001,729.76,0.00033069676761519944,0.00024193922175571255
69,1,1,188.58,129.02,1.16092711987607e-05,7.867330109296271e-07
18096,8,2,2061.39,275.98,7.303555782403125e-05,9.955656875158165e-06
70,1,1,241.74,118.94,1.3343755137032237e-05,3.3089360574522733e-06
4953,4,6,1028.94,2809.5600000000004,4.1861975480667e-05,1.1386514292588463e-05
71,0,1,0.0,118.66,7.594380909058501e-06,0.0
18420,9,9,1946.44,1912.5,7.579084203791935e-05,9.733848766425916e-05
72,1,1,180.24,161.27,9.463709741059734e-06,2.5567976963448155e-07
5055,4,6,1036.89,3102.8399999999997,2.744881351133541e-05,1.9001095426628777e-05
73,0,1,0.0,165.66,7.594380909058501e-06,0.0
8643,10,11,2919.29,3531.7700000000004,8.434217428094547e-05,0.00044850159327998706
74,1,1,343.72,147.64,1.1416981261349828e-05,1.4429405435983258e-07
9940,43,5,11834.15,1837.7,0.0002528282501083322,0.00040675605823872307
75,1,1,566.35,108.98,1.2071953097005973e-05,2.8952788238001976e-07
836,2,3,225.27,1689.66,2.2112532253328394e-05,2.0199612486337992e-05
76,0,1,0.0,175.75,7.594380909058501e-06,0.0
15576,3,6,642.86,1125.1200000000001,2.4084452204109904e-05,5.348992846838429e-05
77,1,1,200.8,187.67,1.0644915641702232e-05,9.288180456612793e-07
15305,5,6,2099.4900000000002,1026.48,3.3981539780282204e-05,4.1614658190376406e-05
78,1,1,101.09,192.33,1.559788816911135e-05,1.7148492971898717e-07
19972,84,5,22491.380000000005,893.89,0.0010756920996778559,0.002036410015635201
79,0,1,0.0,184.25,7.594380909058501e-06,0.0
19227,11,8,2895.6000000000004,1069.04,8.266335933366107e-05,0.00019903493005896296
80,1,1,470.16,189.82,1.3876550363566407e-05,1.890968954739102e-07
3654,3,5,469.13,1881.3,3.1537879335685877e-05,2.6189154020377564e-05
81,1,1,163.55,192.3,1.100371711765021e-05,2.7537292600708643e-06
18128,8,10,1938.08,1322.9999999999998,7.202618240846888e-05,7.470433685027601e-05
82,1,1,101.37,154.05,1.1439158860983182e-05,5.0982006132671864e-08
9963,54,2,13915.95,325.59000000000003,0.00032762271791429096,0.00017795923972435562
83,1,1,204.19,139.13,1.781567333684575e-05,1.099882957426255e-06
16463,5,7,1165.89,2365.65,3.959878141105871e-05,0.00011700393862537751
84,1,1,290.76,170.52,1.577396234872155e-05,5.182848060012941e-07
19713,23,11,5607.530000000001,3074.38,0.000516223482222173,0.0006991941218080591
85,1,1,155.74,127.55,1.0291561237870633e-05,7.326561590509024e-06
13759,2,5,246.99,1550.8500000000001,1.8807236231470608e-05,5.964558572427228e-07
86,1,1,300.16,181.16,1.548517029215924e-05,1.8529373126394674e-06
8538,5,9,1490.5000000000002,2821.59,4.228820794686086e-05,8.317695629665553e-05
87,1,1,121.58,184.94,1.2092248305213717e-05,0.0
9685,17,22,5543.99,8282.559999999996,0.00013886427799474638,0.0007852041554405971
88,0,1,0.0,189.5,7.594380909058501e-06,0.0
1828,4,4,1285.6599999999999,1428.76,3.3355963264179814e-05,0.00017912289129376027
89,1,1,127.3,158.97,1.1848095898180399e-05,6.684132496028634e-06
19994,116,100,34120.77000000001,28416.999999999927,0.0006900503878736145,0.023848640330421233
90,1,1,404.32,194.97,1.207782980239771e-05,5.824138303963623e-06
18399,6,10,934.4000000000001,1266.8000000000004,3.890727236644714e-05,8.563374151856661e-05
91,1,1,535.84,157.97,1.054442659932775e-05,4.139115631247395e-07
9924,45,7,11998.650000000003,1304.8500000000004,0.00036974601713275654,0.00036134406105829594
92,0,1,0.0,145.05,7.594380909058501e-06,0.0
1528,2,3,299.93,368.19,3.505073245893936e-05,8.939343269151765e-06
93,0,1,0.0,166.02,7.594380909058501e-06,0.0
11897,4,4,956.6800000000001,1228.28,2.8895332803427656e-05,3.0263371149734645e-05
94,1,1,138.86,199.63,1.5981114191218477e-05,8.879717896762554e-06
283,2,2,525.8,235.9,2.9174486199935265e-05,7.7811261149943e-06
95,1,1,225.91,191.69,1.588467177306194e-05,2.4869601057809032e-05
15951,6,7,1511.8799999999999,1598.5200000000004,4.7605379856884793e-05,0.0015390922237744143
96,1,1,183.5,179.33,1.4377961962606727e-05,8.418906082277936e-06
3749,4,5,1259.92,1703.3000000000002,3.5754869279835766e-05,5.3047700988379616e-05
97,1,1,441.92,108.23,1.3686451522898108e-05,1.1714194199732213e-06
18243,12,6,2930.99,910.7,0.00012854240506232937,0.0001368419002396219
98,1,1,323.79,161.27,1.2019916347862607e-05,5.324138738235905e-05
12532,2,4,434.25,1176.52,2.3090792519919408e-05,9.688397780918148e-06
99,1,1,149.55,148.63,1.769454071544486e-05,2.5555065579886487e-06
16765,3,7,752.3299999999999,2480.2400000000002,3.193126856650797e-05,2.7179504971001265e-05
100,1,1,437.67,163.0,7.720277583269445e-05,1.9853614099309178e-06
15943,5,7,1137.25,1407.9099999999999,0.00010939064605920094,0.0002314628704044508
101,0,1,0.0,184.5,7.594380909058501e-06,0.0
7687,7,9,1934.57,2131.9200000000005,7.900386307153423e-05,0.00014781349253144475
102,1,1,217.17,124.3,1.2279986619863684e-05,4.36591361608881e-07
19847,26,1,7480.910000000002,336.32,0.0001806196608512253,2.944623084792514e-05
103,1,1,323.79,173.14,1.2019916347862607e-05,2.5743626667201937e-05
15121,3,2,870.78,1183.92,3.5747740317942646e-05,8.65640417893411e-06
104,1,2,125.43,223.4,1.0802761942446205e-05,2.8960072251875883e-05
915,2,3,316.97,1348.0500000000002,1.5319416747849463e-05,1.0029915659073254e-05
9338,12,16,2926.76,2247.52,9.012202304616193e-05,0.00045678797045984216
105,0,2,0.0,244.1,7.594380909058501e-06,0.0
9484,14,10,4144.2,1418.8999999999996,7.631453332089353e-05,0.00019551625270932093
19826,28,2,7700.43,490.2,0.0002659829966597163,0.00017138514266518088
106,0,2,0.0,358.92,7.594380909058501e-06,0.0
9174,11,12,3091.4700000000003,5651.640000000002,7.281914653656196e-05,0.00035162695171251106
9884,31,2,9257.470000000001,487.0,0.00022003105260073018,0.00032729043043776425
107,1,2,396.17,266.5,1.2167041920953896e-05,8.872193275036401e-08
9890,34,4,10013.449999999999,1561.52,0.00020774700017364367,0.0001362198358237198
16288,7,5,2098.3100000000004,853.0500000000001,9.246602117929896e-05,2.9791628731325527e-05
108,1,2,434.22,363.16,1.1241811086287053e-05,3.927559113263388e-07
9352,14,8,3982.8099999999995,1366.7999999999997,0.00011796310692817341,0.00025471644775583327
19951,40,1,11691.709999999997,304.55,0.0002639653164892626,0.00012449037388269512
109,2,2,408.52,220.1,1.4379449342821626e-05,4.011953180764045e-06
2944,5,5,770.49,2153.8,5.079919520906353e-05,6.88097348916904e-05
6345,6,7,1562.14,1278.97,4.2892461306272575e-05,8.736757722163261e-05
110,1,2,288.36,229.26,1.3494568797970719e-05,1.0042595271828037e-05
9992,123,103,33402.73,22886.610000000033,0.0008163010568850226,0.024552502410749813
19995,110,100,31942.039999999994,21862.869999999988,0.0007207510222012011,0.019878384206989563
111,2,2,595.4,339.54,1.6133881255160947e-05,6.435829348912288e-05
17208,7,3,1765.06,548.22,5.972483913853282e-05,0.0002754596050318174
18228,8,10,2188.22,1312.5,5.3324891161767596e-05,0.00020293948856094825
112,2,2,256.06,209.02,1.797332168130765e-05,9.325073184045995e-06
2761,3,5,902.74,1437.25,2.2677796474525937e-05,6.59654319891315e-06
17205,8,8,1989.12,1086.88,4.652500727596684e-05,9.913368372863378e-05
113,2,2,778.0,314.76,1.393923864637163e-05,1.895777013769628e-05
8917,15,14,4707.110000000001,8356.76,7.734543955809363e-05,0.0002596821733004706
9930,35,6,11329.140000000003,1639.38,0.00023765830323706994,0.0011862562918657311
114,1,2,228.08,382.0,1.3184019478415359e-05,4.088726679178111e-06
5756,3,6,461.77,2269.32,2.2401545206058127e-05,8.335926445631366e-06
9391,15,2,4274.58,206.86,8.796907689763625e-05,7.06652575225109e-05
115,2,2,911.8,306.82,2.046387601175227e-05,1.4398085013911782e-05
16129,6,7,1286.69,1039.64,3.848434589492737e-05,6.37868578854539e-05
19669,18,19,4247.63,5101.5,0.00011843663905768878,0.00040881990630852757
116,2,2,528.13,336.1,1.5745030536889768e-05,1.2173904104612455e-05
5318,4,6,1295.65,774.0,4.671559535200758e-05,6.44821358515677e-05
6696,7,7,2044.3400000000001,1749.5800000000002,6.243380069553362e-05,0.0004095019696250995
117,1,2,107.3,205.32,1.1579442949531677e-05,1.0649497497530332e-06
3337,3,5,583.04,707.05,2.27112267066496e-05,6.985044144504775e-06
19252,11,3,2736.3999999999996,303.15,6.409776516700049e-05,0.00011086850711184387
118,1,2,179.5,327.0,1.3058739912422533e-05,7.696748986003857e-06
7149,6,8,1864.5700000000002,3268.7999999999997,3.631096869638111e-05,9.087538833572455e-05
9832,25,5,7243.0199999999995,1807.4,0.0001837470172336113,0.0011167010927854058
119,2,2,582.29,321.26,3.1524672620474e-05,5.2358341548908245e-05
5048,5,6,1037.1699999999998,2827.14,4.0264567080070855e-05,0.00011940749869254847
7482,3,8,627.52,1445.2800000000002,3.069918445593276e-05,0.00021851794372349976
120,2,2,541.35,315.2,2.300270823266919e-05,2.2968435781303625e-05
11454,3,4,1134.51,568.2,2.6332757011589656e-05,6.171069537333307e-06
121,0,2,0.0,278.22,7.594380909058501e-06,0.0
8210,7,7,1544.92,1313.4099999999999,4.288659284888213e-05,9.111618812005393e-05
18947,10,13,2764.05,6609.8499999999985,6.033628124120834e-05,0.0003147266352623588
122,2,2,533.99,274.0,1.713322424189867e-05,1.0255569245458124e-06
14861,4,6,677.6,2484.6,4.0307830549965864e-05,8.256345583439101e-05
19462,17,7,4225.77,1001.14,0.00019571948946559613,0.00021971876536098963
123,2,2,659.63,396.1,2.3956652265577947e-05,0.0
9993,118,101,35171.73,22816.90999999999,0.0009864415050125877,0.026099271851583825
19975,79,4,21772.42,604.0799999999999,0.000716440850087131,0.0006918165542580625
124,2,2,344.99,207.26,2.4915400693573453e-05,4.826532770318748e-06
9966,51,5,13083.769999999997,900.11,0.000297679034462426,0.00016939962371968274
19881,33,3,8538.990000000002,965.64,0.00019315464016496562,0.00013967898081229422
125,2,2,548.48,204.32,1.6914403547758108e-05,1.3040077120565981e-05
9972,64,1,17645.969999999998,299.26,0.00037895781430900903,5.1109633320562085e-05
19326,8,9,2335.4700000000003,1286.73,5.125638593992067e-05,0.0002693256336033652
126,1,2,183.8,392.2,1.3908568293732627e-05,2.5087526695881667e-05
14108,3,5,713.1600000000001,515.6,2.118932908705099e-05,2.3142797637244133e-05
14462,5,6,1460.47,2282.3399999999997,3.4306164547085626e-05,2.3684892261132383e-05
127,1,2,447.07,237.0,1.1617028216840305e-05,7.200044191715423e-07
5060,6,6,1934.6499999999999,2894.64,5.856691598686331e-05,0.00012383674828222915
10719,2,3,408.8,1034.4,1.8272922652996018e-05,2.1235361122432822e-07
128,2,2,294.24,224.76,1.6799192223842085e-05,1.5830181110265906e-05
19437,14,15,3184.4000000000005,2595.7500000000005,9.305874474225455e-05,0.0005200573295945839
19660,14,6,4583.9,2127.42,8.938269670827739e-05,0.00018256138672837217
129,2,2,581.25,242.1,1.5836323930992265e-05,5.162396466308582e-06
9529,11,14,3590.98,2342.2,8.960259852135169e-05,0.0008359037552251726
19968,81,0,23620.780000000006,0.0,0.0020321031242664014,0.0
130,1,2,158.19,360.14,1.485304992027915e-05,1.54056420058429e-06
3540,4,5,751.99,887.0999999999999,3.0762380490913754e-05,2.762221148605321e-05
10837,3,3,877.51,1302.42,2.338430854236411e-05,3.734934794707769e-06
131,2,2,1134.27,387.38,1.6771355933674064e-05,7.921814180731883e-06
9728,26,13,8350.32,4486.3,0.00041550745776600546,0.0015379321383742735
15619,6,6,1253.6,1611.06,4.817127802450558e-05,3.3379811410205526e-05
132,2,2,499.32000000000005,204.54,1.4997955929515372e-05,3.4706478166181173e-06
4242,4,5,1048.4099999999999,629.9,2.8187559244252496e-05,9.418979966129823e-06
8193,9,10,2101.08,1049.7,6.586272467897403e-05,0.0005186630070407042
133,2,2,500.9,285.1,2.0917934517593775e-05,4.31054021985697e-06
4735,4,6,1199.5500000000002,1538.5200000000002,2.9948623708841785e-05,5.364103177237352e-05
9196,10,16,2975.51,8122.559999999999,6.537440165400366e-05,0.00040838323275002163
134,2,2,452.33000000000004,220.3,4.1361578515752683e-05,3.7051529972118296e-05
6501,7,6,1686.2800000000002,1535.9500000000003,5.830561295079149e-05,0.00020114699968502598
11785,2,4,376.38,877.08,3.116285009046815e-05,1.4660625602930234e-05
135,2,2,468.29999999999995,251.96,1.3117422646833692e-05,1.31665394704738e-07
19174,13,8,3446.5899999999997,3515.0400000000004,0.0001027821498475058,0.0003108931293857173
19266,11,15,2699.7400000000002,2150.2499999999995,0.0001075546767882168,0.0005575298818587913
136,1,2,131.63,244.16,1.3683709678683291e-05,1.20695266124743e-06
9964,50,4,13708.680000000002,1234.04,0.00038848698502483623,0.00038545044204443645
17889,6,5,1570.5100000000002,1455.6999999999998,0.0002716715037449697,7.699340214265499e-05
137,2,2,766.05,329.38,1.473281874793601e-05,1.701484927415266e-05
9168,12,2,3176.52,872.4,9.187005795115126e-05,1.861663159573444e-05
13544,3,2,1055.3899999999999,351.14,2.886359372358282e-05,7.108980991880089e-08
138,2,2,369.75,270.04,4.004948256970978e-05,0.00026711475924059313
19999,133,200,36369.840000000004,70082.00000000036,0.0007522693094180727,0.038025685184279685
139,2,2,398.82,236.04,2.244819189890746e-05,5.401980906007409e-05
2302,1,4,118.02,759.28,1.720656846397628e-05,1.0681961042515707e-06
12215,3,4,677.2,777.0,4.2893541675157064e-05,3.352607281424874e-05
140,2,2,925.8,300.72,1.9729667134270573e-05,8.93436337005599e-06
9204,9,6,2880.71,1012.1400000000001,5.0568364268506236e-05,5.560976407057921e-05
18258,6,3,1549.77,318.65999999999997,4.1464672678293264e-05,1.2063985189627039e-05
141,2,2,402.05,207.88,1.65668087742226e-05,5.805275808190794e-06
17131,6,8,1712.8899999999999,4206.0,4.752783610573169e-05,8.266425444889452e-05
18814,11,14,2720.7599999999998,6938.149999999999,9.945540836583662e-05,0.00014234171825459657
142,2,2,607.16,220.16,2.0074789612110297e-05,1.5477813805831604e-06
5633,6,6,2297.86,1568.64,4.539940719959294e-05,4.304781446298712e-05
19086,11,4,2577.41,2017.68,6.789066606418776e-05,2.1283293657659437e-05
143,2,2,307.08,397.64,1.4744180350306571e-05,8.972730962265807e-06
18494,6,8,1720.91,2913.76,3.657881162281454e-05,4.244127152783177e-05
18745,7,12,1664.81,4309.919999999999,4.5290192846729215e-05,0.0008339771930960451
144,3,3,1107.86,440.27,1.9097346817846635e-05,2.7341733145053413e-05
4407,6,6,2007.01,1534.8,3.745814060060412e-05,2.1277212020334374e-05
9889,35,12,9791.57,4527.4800000000005,0.0002650621223713184,0.0004910091941326557
9913,39,2,12079.69,526.7,0.00019640458400774666,0.00011332895685280941
145,0,2,0.0,271.72,7.594380909058501e-06,0.0
9810,28,5,6364.870000000002,1943.8,0.0001888469668142892,0.0004106153411832104
19152,9,9,2672.8099999999995,3616.11,4.716097475927042e-05,0.0010445431498790926
146,1,2,264.14,346.32,1.2157697627425531e-05,4.911234375664264e-06
7295,7,8,1609.71,1281.28,4.1920393425681524e-05,0.0002749459431312112
12971,4,5,929.0,2684.5,2.696343031061249e-05,8.844252683945779e-06
147,2,2,633.06,367.66,2.0593298332782978e-05,3.92022889740729e-05
1382,3,4,390.25,606.84,2.444071660494761e-05,1.1067393092701137e-05
6485,6,7,1563.73,2523.29,4.507353765109166e-05,0.00018122933194311436
148,1,2,160.5,383.7,3.2261792978478164e-05,1.3876975797698243e-06
6828,4,7,748.77,3597.44,3.9160783349314497e-05,2.28183770775335e-05
9980,69,101,18516.569999999996,32241.56000000005,0.0004046659462825912,0.015823685407467133
149,1,1,260.14,116.94,1.160774938681791e-05,3.83593415340302e-06
17802,9,9,1458.9,2513.88,7.149196269497247e-05,0.00012059270710007551
150,2,2,697.04,334.5,1.6485565253089244e-05,1.352367234641709e-05
6908,3,8,1078.84,4228.080000000001,2.5067853665352324e-05,3.643560671614158e-05
19407,12,1,3280.5999999999995,158.13,7.131175655441635e-05,6.84466132689581e-05
151,1,2,375.97,393.28,1.4188625813520038e-05,5.551563944445487e-06
6250,4,7,1288.4,893.0600000000001,2.7746051336383656e-05,2.6670582862670425e-05
15210,3,6,604.83,930.4199999999998,2.1449418081202952e-05,3.259910423022947e-05
152,1,2,348.11,211.6,1.264933230856523e-05,5.614335884211696e-07
4345,4,5,738.75,985.15,2.877109718324358e-05,0.00023024393497610003
9273,11,8,3443.94,1138.24,6.016960192139463e-05,0.0003243576655587028
153,2,2,416.26,335.22,1.4971626620929633e-05,2.7179388843762238e-05
7388,5,8,1452.1000000000001,1182.64,2.7791040888796887e-05,2.7110326408791617e-05
7925,6,9,1886.66,1921.68,3.8272251895982726e-05,4.0909391655179145e-05
154,1,2,508.82,369.06,1.4171872183808537e-05,1.5906462821672158e-06
17972,5,9,1606.3600000000001,3085.6499999999996,4.475886953322198e-05,4.1419128561595923e-05
18484,9,11,2866.4199999999996,3922.5999999999995,8.631772385792697e-05,0.0002353016024940146
155,0,2,0.0,268.44,7.594380909058501e-06,0.0
18304,10,4,2818.8700000000003,788.44,0.0002662945264293456,0.00013812350646289572
19212,16,1,3087.9100000000008,182.13,8.066536546412886e-05,2.9890914824766237e-05
156,1,2,276.29,250.12,1.2696535535378028e-05,1.523864602417021e-05
9933,35,2,11545.209999999997,709.08,0.0002457932665802777,7.507677874685628e-05
16281,4,7,1167.2,1321.6,2.5538398796025477e-05,2.6288641941959103e-05
157,0,2,0.0,319.34,7.594380909058501e-06,0.0
13403,3,5,681.85,600.45,1.9136779693618484e-05,7.712197490994361e-05
15664,6,6,1527.32,1330.32,3.725463286423749e-05,5.9344235521759186e-05
158,1,2,181.17,288.44,1.2463607452036267e-05,1.0059107918349217e-05
9631,12,22,3591.1600000000003,6041.200000000002,6.48547423502524e-05,0.0003437788295910864
16226,7,7,2184.52,1261.96,3.610040515217679e-05,0.00017591786052657883
159,2,2,492.43,234.96,2.1359731761105425e-05,1.874323561937377e-06
6402,7,7,2015.29,2214.94,0.00012950356646474726,0.0003464129836061421
9738,20,1,5758.580000000002,278.98,0.00015045712829560713,5.408315202118576e-05
160,1,2,556.96,294.32,1.0376495358692366e-05,2.194347163765262e-06
9586,15,8,5118.14,1076.88,0.00010501012407825283,0.0012475717512662257
161,2,2,404.1,281.98,2.7249138762884836e-05,1.672524038146144e-05
15341,2,6,335.32000000000005,829.8,2.406937868522349e-05,6.198032914235699e-06
19214,11,4,3710.4800000000005,798.88,6.775496861854892e-05,6.530964008533354e-05
162,2,2,551.64,313.82,2.266294746639595e-05,5.281396171959803e-06
19328,15,8,3607.05,1509.5200000000002,0.0003564373726990225,0.00037994503851322204
19957,41,1,13211.860000000002,258.47,0.00024267700915227785,7.096254339285163e-05
