alert_id,week,run_step,account_id,risk_level,risk_score,evidence_strength,families_fired,alert_weeks_to_date,risk_category,primary_signal,supporting_signals,fired_signals,evidence,transaction_value,transaction_count,status,period
ALT-W05-19954,5,35,19954,MEDIUM,99.546,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2.857 (contribution +0.25),2276.7,9.0,New,dev
ALT-W05-09748,5,35,9748,MEDIUM,99.543,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 4.5 (contribution +0.43) [BEH-01 fired] | distinct receivers (28d) = 4 (contribution +0.02),2527.42,8.0,New,dev
ALT-W05-05058,5,35,5058,MEDIUM,99.53,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,AML-01 Rapid pass-through,"VEL-01, AML-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 8 (contribution +0.69),1107.62,7.0,New,dev
ALT-W05-09924,5,35,9924,MEDIUM,99.523,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2.222 (contribution +0.15) | distinct receivers (28d) = 5 (contribution +0.03),2174.11,9.0,New,dev
ALT-W05-09997,5,35,9997,MEDIUM,99.516,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11) | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired],2421.88,9.0,New,dev
ALT-W05-09936,5,35,9936,MEDIUM,99.515,Limited,4,1,Velocity anomaly,VEL-01 High absolute velocity,"TXN-01 Large transaction, BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","TXN-01, VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2.308 (contribution +0.16),3063.82,9.0,New,dev
ALT-W05-09760,5,35,9760,MEDIUM,99.505,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 4 (contribution +0.38) [BEH-01 fired],1800.46,8.0,New,dev
ALT-W05-09888,5,35,9888,MEDIUM,99.497,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11) | distinct receivers (28d) = 3 (contribution +0.01),2667.91,9.0,New,dev
ALT-W05-19985,5,35,19985,MEDIUM,99.472,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 9 (contribution +3.13) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11),1807.55,9.0,New,dev
ALT-W05-09926,5,35,9926,MEDIUM,99.442,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 5.333 (contribution +0.51) [BEH-01 fired] | distinct receivers (28d) = 4 (contribution +0.02),2196.42,7.0,New,dev
ALT-W05-09956,5,35,9956,MEDIUM,99.424,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 2.7 (contribution +0.22) | distinct receivers (28d) = 2 (contribution +0.01),2424.21,8.0,New,dev
ALT-W05-19973,5,35,19973,LOW,99.393,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 2.571 (contribution +0.21),2521.89,8.0,New,dev
ALT-W05-08969,5,35,8969,LOW,99.367,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-01 Velocity spike vs own baseline,"VEL-01, BEH-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 4 (contribution +0.38) [BEH-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),1851.27,7.0,New,dev
ALT-W05-09980,5,35,9980,LOW,99.354,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | velocity vs own history = 1.8 (contribution +0.08) | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired],2346.7000000000003,8.0,New,dev
ALT-W05-09978,5,35,9978,LOW,99.28,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired] | velocity vs own history = 1.5 (contribution +0.02),2737.54,8.0,New,dev
ALT-W05-09863,5,35,9863,LOW,99.268,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-01 Rapid pass-through","VEL-01, BEH-02, AML-01",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 3.2 (contribution +0.29) | distinct receivers (28d) = 5 (contribution +0.03),1898.09,7.0,New,dev
ALT-W05-19843,5,35,19843,LOW,99.236,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-01, BEH-02, NET-03",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 3.429 (contribution +0.32) [BEH-01 fired],2057.31,7.0,New,dev
ALT-W05-09861,5,35,9861,LOW,99.187,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,BEH-02 New-counterparty burst,"VEL-01, BEH-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 2.667 (contribution +0.22) | distinct receivers (28d) = 4 (contribution +0.02),2128.2200000000003,7.0,New,dev
ALT-W05-09927,5,35,9927,LOW,99.178,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"TXN-01 Large transaction, BEH-02 New-counterparty burst","TXN-01, VEL-01, BEH-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 2.667 (contribution +0.22) | distinct receivers (28d) = 2 (contribution +0.01),2236.3500000000004,7.0,New,dev
ALT-W05-09982,5,35,9982,LOW,99.163,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 2.286 (contribution +0.16) | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired],2682.54,7.0,New,dev
ALT-W05-09952,5,35,9952,LOW,99.126,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 8 (contribution +2.89) [VEL-01 fired] | distinct receivers (28d) = 3 (contribution +0.01),2224.6400000000003,8.0,New,dev
ALT-W05-09875,5,35,9875,LOW,99.105,Limited,2,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst","VEL-01, BEH-01, BEH-02",weekly transaction count = 6 (contribution +2.33) [VEL-01 fired] | velocity vs own history = 4.667 (contribution +0.45) [BEH-01 fired],1626.1,6.0,New,dev
ALT-W05-09602,5,35,9602,LOW,99.091,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-03",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11) | distinct receivers (28d) = 4 (contribution +0.02),2113.48,7.0,New,dev
ALT-W05-09873,5,35,9873,LOW,99.084,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-03",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 2 (contribution +0.11) | distinct receivers (28d) = 3 (contribution +0.01),1883.49,7.0,New,dev
ALT-W05-09983,5,35,9983,LOW,99.02,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | distinct receivers (28d) = 11 (contribution +0.05) [NET-02 fired] | velocity vs own history = 1.6 (contribution +0.04),2768.78,7.0,New,dev
ALT-W05-09793,5,35,9793,LOW,99.017,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 1.714 (contribution +0.06) | distinct receivers (28d) = 4 (contribution +0.02),2188.67,7.0,New,dev
ALT-W05-09943,5,35,9943,LOW,99.01,Limited,3,1,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 7 (contribution +2.63) [VEL-01 fired] | velocity vs own history = 1.6 (contribution +0.04) | distinct receivers (28d) = 8 (contribution +0.04) [NET-02 fired],1791.9199999999998,7.0,New,dev
ALT-W06-09985,6,42,9985,CRITICAL,99.954,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, AML-03, NET-01, NET-02, NET-03",weekly transaction count = 19 (contribution +4.67) [VEL-01 fired] | circular-flow participation = 2 (contribution +0.55) [AML-03 fired] | velocity vs own history = 1.961 (contribution +0.11) | distinct receivers (28d) = 18 (contribution +0.06) [NET-02 fired],5675.82,19.0,New,dev
ALT-W06-09991,6,42,9991,CRITICAL,99.944,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-01 Velocity spike vs own baseline, BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-02 Fan-out distributor","VEL-01, BEH-01, BEH-02, AML-03, NET-01, NET-02",weekly transaction count = 18 (contribution +4.56) [VEL-01 fired] | circular-flow participation = 1 (contribution +0.35) [AML-03 fired] | velocity vs own history = 3.619 (contribution +0.34) [BEH-01 fired] | distinct receivers (28d) = 18 (contribution +0.06) [NET-02 fired],5740.6,18.0,New,dev
ALT-W06-09989,6,42,9989,CRITICAL,99.908,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-02, NET-03",weekly transaction count = 21 (contribution +4.88) [VEL-01 fired] | velocity vs own history = 2.095 (contribution +0.13) | distinct receivers (28d) = 19 (contribution +0.06) [NET-02 fired],5565.66,21.0,New,dev
ALT-W06-09986,6,42,9986,HIGH,99.883,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, AML-03, NET-01, NET-02, NET-03",weekly transaction count = 18 (contribution +4.56) [VEL-01 fired] | circular-flow participation = 1 (contribution +0.35) [AML-03 fired] | distinct receivers (28d) = 18 (contribution +0.06) [NET-02 fired],4464.76,18.0,New,dev
ALT-W06-09992,6,42,9992,HIGH,99.872,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-02 Fan-out distributor","VEL-01, BEH-02, AML-03, NET-02",weekly transaction count = 14 (contribution +4.03) [VEL-01 fired] | circular-flow participation = 2 (contribution +0.55) [AML-03 fired] | velocity vs own history = 2.857 (contribution +0.25) | distinct receivers (28d) = 19 (contribution +0.06) [NET-02 fired],3657.73,14.0,New,dev
ALT-W06-09984,6,42,9984,HIGH,99.862,Moderate,4,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, AML-03 Circular flow, NET-01 Fan-in collector, NET-02 Fan-out distributor, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, AML-03, NET-01, NET-02, NET-03",weekly transaction count = 17 (contribution +4.44) [VEL-01 fired] | circular-flow participation = 1 (contribution +0.35) [AML-03 fired] | distinct receivers (28d) = 18 (contribution +0.06) [NET-02 fired],4464.51,17.0,New,dev
ALT-W06-19987,6,42,19987,HIGH,99.855,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-01 Fan-in collector, NET-03 Flow centrality (PageRank)","VEL-01, BEH-02, NET-01, NET-03",weekly transaction count = 18 (contribution +4.56) [VEL-01 fired] | velocity vs own history = 2.85 (contribution +0.24),6717.24,18.0,New,dev
ALT-W06-09999,6,42,9999,HIGH,99.851,Moderate,3,2,Velocity anomaly,VEL-01 High absolute velocity,"BEH-02 New-counterparty burst, NET-02 Fan-out distributor","VEL-01, BEH-02, NET-02",weekly transaction count = 19 (contribution +4.67) [VEL-01 fired] | distinct receivers (28d) = 36 (contribution +0.08) [NET-02 fired] | velocity vs own history = 1.481 (contribution +0.01),5842.58,19.0,New,dev
