account_id,is_suspicious,init_balance,fraud_step_raw,first_step,last_step,out_count,out_amount,out_median_amount,out_counterparties,in_count,in_amount,in_median_amount,in_counterparties,tx_count,total_value,mean_amount,median_amount,amount_std,max_amount,active_weeks,inflow_outflow_ratio,net_flow,unique_counterparties,tx_per_counterparty,activity_tier
95,0,191.69,-1,85.0,86.0,1.0,191.69,191.69,1.0,1.0,225.91,225.91,1.0,2.0,417.6,208.8,208.8,24.197194052203645,225.91,1.0,1.178517397881997,34.22,2.0,1.0,low (<= median)
96,0,179.33,-1,21.0,48.0,1.0,179.33,179.33,1.0,1.0,183.5,183.5,1.0,2.0,362.83000000000004,181.41500000000002,181.41500000000002,2.948635277547884,183.5,2.0,1.0232532203200801,4.1699999999999875,2.0,1.0,low (<= median)
97,0,108.24,-1,62.0,79.0,1.0,108.23,108.23,1.0,1.0,441.92,441.92,1.0,2.0,550.15,275.075,275.075,235.95446181413908,441.92,2.0,4.083156241337892,333.69,2.0,1.0,low (<= median)
98,0,161.28,-1,46.0,89.0,1.0,161.27,161.27,1.0,1.0,323.79,323.79,1.0,2.0,485.06000000000006,242.53000000000003,242.53000000000003,114.91899407843769,323.79,2.0,2.0077509766230546,162.52,2.0,1.0,low (<= median)
99,0,148.64,-1,46.0,47.0,1.0,148.63,148.63,1.0,1.0,149.55,149.55,1.0,2.0,298.18,149.09,149.09,0.650538238691635,149.55,1.0,1.0061898674560992,0.9200000000000159,2.0,1.0,low (<= median)
100,0,163.01,-1,24.0,65.0,1.0,163.0,163.0,1.0,1.0,437.67,437.67,1.0,2.0,600.6700000000001,300.33500000000004,300.33500000000004,194.221019588509,437.67,2.0,2.6850920245398773,274.67,2.0,1.0,low (<= median)
101,0,184.51,-1,63.0,63.0,1.0,184.5,184.5,1.0,0.0,0.0,,0.0,1.0,184.5,184.5,184.5,,184.5,1.0,0.0,-184.5,1.0,1.0,low (<= median)
102,0,124.3,-1,44.0,51.0,1.0,124.3,124.3,1.0,1.0,217.17,217.17,1.0,2.0,341.46999999999997,170.73499999999999,170.73499999999999,65.66900676879467,217.17,2.0,1.7471440064360417,92.86999999999999,2.0,1.0,low (<= median)
103,0,173.15,-1,16.0,50.0,1.0,173.14,173.14,1.0,1.0,323.79,323.79,1.0,2.0,496.93,248.465,248.465,106.52563658575342,323.79,2.0,1.8701051172461594,150.65000000000003,2.0,1.0,low (<= median)
104,0,111.71,-1,20.0,128.0,2.0,223.4,111.7,2.0,1.0,125.43,125.43,1.0,3.0,348.83000000000004,116.27666666666669,111.7,7.927019195973564,125.43,3.0,0.5614592658907789,-97.97,3.0,1.0,low (<= median)
105,0,122.05,-1,3.0,49.0,2.0,244.1,122.05,2.0,0.0,0.0,,0.0,2.0,244.1,122.05,122.05,0.0,122.05,2.0,0.0,-244.1,2.0,1.0,low (<= median)
106,0,179.46,-1,13.0,36.0,2.0,358.92,179.46,2.0,0.0,0.0,,0.0,2.0,358.92,179.46,179.46,0.0,179.46,2.0,0.0,-358.92,2.0,1.0,low (<= median)
107,0,133.25,-1,92.0,104.0,2.0,266.5,133.25,2.0,1.0,396.17,396.17,1.0,3.0,662.6700000000001,220.89000000000001,133.25,151.79693277533642,396.17,2.0,1.4865666041275798,129.67000000000002,3.0,1.0,low (<= median)
108,0,181.59,-1,3.0,77.0,2.0,363.16,181.58,2.0,1.0,434.22,434.22,1.0,3.0,797.3800000000001,265.79333333333335,181.58,145.86177200806705,434.22,3.0,1.1956713294415684,71.06,3.0,1.0,low (<= median)
109,0,110.06,-1,28.0,120.0,2.0,220.1,110.05,2.0,2.0,408.52,204.26,2.0,4.0,628.62,157.155,153.55,54.709817217753525,211.47,4.0,1.856065424806906,188.42,4.0,1.0,low (<= median)
110,0,114.64,-1,49.0,133.0,2.0,229.26,114.63,2.0,1.0,288.36,288.36,1.0,3.0,517.62,172.54,114.63,100.3030622663137,288.36,3.0,1.2577859199162524,59.10000000000002,3.0,1.0,low (<= median)
111,0,169.77,-1,74.0,113.0,2.0,339.54,169.77,2.0,2.0,595.4,297.7,2.0,4.0,934.94,233.735,212.27,81.75584525483993,340.63,3.0,1.753548919125876,255.85999999999996,4.0,1.0,low (<= median)
112,0,104.52,-1,41.0,89.0,2.0,209.02,104.51,2.0,2.0,256.06,128.03,2.0,4.0,465.08000000000004,116.27000000000001,114.635,13.839270211972885,131.3,3.0,1.2250502344273275,47.03999999999999,4.0,1.0,low (<= median)
113,0,157.39,-1,15.0,102.0,2.0,314.76,157.38,2.0,2.0,778.0,389.0,2.0,4.0,1092.76,273.19,172.325,212.16173877492614,590.73,3.0,2.471724488499174,463.24,4.0,1.0,low (<= median)
114,0,191.0,-1,62.0,99.0,2.0,382.0,191.0,2.0,1.0,228.08,228.08,1.0,3.0,610.08,203.36,191.0,21.408147981551327,228.08,3.0,0.5970680628272251,-153.92,3.0,1.0,low (<= median)
115,0,153.42,-1,55.0,95.0,2.0,306.82,153.41,2.0,2.0,911.8,455.9,2.0,4.0,1218.62,304.655,283.21,178.11915889838093,498.79,4.0,2.97177498207418,604.98,4.0,1.0,low (<= median)
116,0,168.06,-1,59.0,80.0,2.0,336.1,168.05,2.0,2.0,528.13,264.065,2.0,4.0,864.23,216.0575,173.15,89.34448066332916,349.88,2.0,1.5713478131508478,192.02999999999997,4.0,1.0,low (<= median)
117,0,102.67,-1,7.0,67.0,2.0,205.32,102.66,2.0,1.0,107.3,107.3,1.0,3.0,312.62,104.20666666666666,102.66,2.6789052490398637,107.3,3.0,0.5225988700564972,-98.02,3.0,1.0,low (<= median)
118,0,163.5,-1,52.0,97.0,2.0,327.0,163.5,2.0,1.0,179.5,179.5,1.0,3.0,506.5,168.83333333333334,163.5,9.237604307034008,179.5,3.0,0.5489296636085627,-147.5,3.0,1.0,low (<= median)
119,0,160.63,-1,18.0,92.0,2.0,321.26,160.63,2.0,2.0,582.29,291.145,2.0,4.0,903.55,225.8875,180.8,105.35214991478183,381.32,4.0,1.812519454647326,261.03,4.0,1.0,low (<= median)
120,0,157.6,-1,43.0,120.0,2.0,315.2,157.6,2.0,2.0,541.35,270.675,2.0,4.0,856.55,214.1375,172.85,93.84955491814192,353.25,4.0,1.7174809644670053,226.15000000000003,4.0,1.0,low (<= median)
121,0,139.12,-1,35.0,43.0,2.0,278.22,139.11,2.0,0.0,0.0,,0.0,2.0,278.22,139.11,139.11,0.0,139.11,2.0,0.0,-278.22,2.0,1.0,low (<= median)
122,0,137.01,-1,12.0,115.0,2.0,274.0,137.0,2.0,2.0,533.99,266.995,2.0,4.0,807.99,201.9975,201.565,75.0559712814377,267.86,4.0,1.948868613138686,259.99,4.0,1.0,low (<= median)
123,0,198.05,-1,27.0,137.0,2.0,396.1,198.05,2.0,2.0,659.63,329.815,2.0,4.0,1055.73,263.9325,198.05,141.44527713925268,475.86,4.0,1.6653117899520322,263.53,4.0,1.0,low (<= median)
124,0,103.64,-1,37.0,118.0,2.0,207.26,103.63,2.0,2.0,344.99,172.495,2.0,4.0,552.25,138.0625,128.48000000000002,42.72775317831101,191.66,3.0,1.6645276464344303,137.73000000000002,4.0,1.0,low (<= median)
125,0,102.16,-1,30.0,119.0,2.0,204.32,102.16,2.0,2.0,548.48,274.24,2.0,4.0,752.8,188.2,128.8,138.85052682651227,393.04,3.0,2.684416601409554,344.16,4.0,1.0,low (<= median)
126,0,196.1,-1,27.0,106.0,2.0,392.2,196.1,2.0,1.0,183.8,183.8,1.0,3.0,576.0,192.0,196.1,7.101408311032387,196.1,3.0,0.46863844977052527,-208.39999999999998,3.0,1.0,low (<= median)
